20.0 109.5
25.0 104.2
31.5 99.1
40.0 94.2
50.0 90.0
63.0 85.9
80.0 82.1
100.0 78.7
125.0 75.6
160.0 72.5
200.0 69.9
250.0 67.5
315.0 65.4
400.0 63.5
500.0 62.1
630.0 60.8
800.0 59.9
1000.0 60.0
1250.0 62.2
1600.0 63.2
2000.0 60.0
2500.0 57.3
3150.0 56.4
4000.0 57.6
5000.0 60.9
6300.0 66.4
8000.0 71.7
10000.0 73.2
12500.0 68.6
